# contains the families on the left with the members on the right. Look down the file to find an example with more than one member
mir-3691	hsa-mir-3691
mir-4079	hsa-mir-4079
mir-1697	hsa-mir-1697
mir-1696	hsa-mir-1696
mir-1695	hsa-mir-1695
mir-1694	hsa-mir-1694
mir-1693	hsa-mir-1693
mir-1692	hsa-mir-1692
mir-1691	hsa-mir-1691
mir-1690	hsa-mir-1690
mir-4108	hsa-mir-4108
mir-4109	hsa-mir-4109
mir-4100	hsa-mir-4100
mir-4101	hsa-mir-4101
mir-4102	hsa-mir-4102
mir-4103	hsa-mir-4103
mir-4104	hsa-mir-4104
mir-4105	hsa-mir-4105
mir-4106	hsa-mir-4106
mir-4107	hsa-mir-4107
mir-4002	hsa-mir-4002
mir-1363	hsa-mir-1363
mir-1362	hsa-mir-1362
mir-1576	hsa-mir-1576
mir-1577	hsa-mir-1577
mir-1574	hsa-mir-1574
mir-1575	hsa-mir-1575
mir-1572	hsa-mir-1572
mir-1573	hsa-mir-1573
mir-1570	hsa-mir-1570
mir-1571	hsa-mir-1571
mir-1578	hsa-mir-1578
mir-1579	hsa-mir-1579
mir-1972	hsa-mir-1972-1	hsa-mir-1972-2
mir-1973	hsa-mir-1973
mir-1202	hsa-mir-1202
mir-1203	hsa-mir-1203
mir-1204	hsa-mir-1204
mir-1205	hsa-mir-1205
mir-1206	hsa-mir-1206
mir-1207	hsa-mir-1207
mir-1208	hsa-mir-1208
mir-1757	hsa-mir-1757
mir-1754	hsa-mir-1754
mir-1755	hsa-mir-1755
mir-1752	hsa-mir-1752
mir-1753	hsa-mir-1753-1	hsa-mir-1753-2
mir-2889	hsa-mir-2889
mir-2888	hsa-mir-2888-1	hsa-mir-2888-2
mir-299	hsa-mir-299
mir-298	hsa-mir-298
mir-295	hsa-mir-295	hsa-mir-295-1	hsa-mir-295-2
mir-294	hsa-mir-294
mir-297	hsa-mir-297	hsa-mir-297a-1	hsa-mir-297a-2	hsa-mir-297b	hsa-mir-297a-3	hsa-mir-297a-4	hsa-mir-297a-5	hsa-mir-297a-6	hsa-mir-297c
mir-296	hsa-mir-296
mir-291	hsa-mir-291a	hsa-mir-291b
mir-290	hsa-mir-290
mir-293	hsa-mir-293
mir-292	hsa-mir-292
mir-2955	hsa-mir-2955
mir-2954	hsa-mir-2954
mir-2957	hsa-mir-2957
mir-2956	hsa-mir-2956-1	hsa-mir-2956-2
mir-509	hsa-mir-509-1	hsa-mir-509-2	hsa-mir-509-3	hsa-mir-509a	hsa-mir-509a-1	hsa-mir-509b	hsa-mir-509a-2	hsa-mir-509
mir-508	hsa-mir-508
mir-2953	hsa-mir-2953
mir-1684	hsa-mir-1684
mir-504	hsa-mir-504
mir-507	hsa-mir-507
mir-506	hsa-mir-506
mir-501	hsa-mir-501
mir-500	hsa-mir-500a	hsa-mir-500b	hsa-mir-500	hsa-mir-500-2
mir-503	hsa-mir-503
mir-502	hsa-mir-502	hsa-mir-502a-1	hsa-mir-502a-2	hsa-mir-502b
mir-1378	hsa-mir-1378
mir-1379	hsa-mir-1379
mir-iab-4	hsa-mir-iab-4	hsa-mir-iab-4as
mir-1374	hsa-mir-1374
mir-1375	hsa-mir-1375
mir-1376	hsa-mir-1376
mir-1377	hsa-mir-1377
mir-1370	hsa-mir-1370
mir-1371	hsa-mir-1371
mir-1372	hsa-mir-1372
mir-1373	hsa-mir-1373
mir-2985	hsa-mir-2985-1	hsa-mir-2985	hsa-mir-2985-2
mir-2319	hsa-mir-2319a	hsa-mir-2319b
mir-2318	hsa-mir-2318
mir-2317	hsa-mir-2317
mir-2316	hsa-mir-2316
mir-2315	hsa-mir-2315
mir-2314	hsa-mir-2314
mir-2313	hsa-mir-2313
mir-2312	hsa-mir-2312
mir-2311	hsa-mir-2311
mir-2310	hsa-mir-2310
mir-619	hsa-mir-619
mir-618	hsa-mir-618
mir-1192	hsa-mir-1192
mir-1193	hsa-mir-1193
mir-1194	hsa-mir-1194
mir-1195	hsa-mir-1195
mir-1196	hsa-mir-1196
mir-1197	hsa-mir-1197
mir-1198	hsa-mir-1198
mir-1199	hsa-mir-1199
mir-613	hsa-mir-613
mir-612	hsa-mir-612
mir-615	hsa-mir-615
mir-614	hsa-mir-614
mir-617	hsa-mir-617
mir-616	hsa-mir-616
mir-871	hsa-mir-871
mir-873	hsa-mir-873
mir-872	hsa-mir-872
mir-3138	hsa-mir-3138
mir-3139	hsa-mir-3139
mir-877	hsa-mir-877
mir-876	hsa-mir-876
mir-879	hsa-mir-879
mir-878	hsa-mir-878
mir-3136	hsa-mir-3136
mir-3137	hsa-mir-3137
mir-3130	hsa-mir-3130-1	hsa-mir-3130-2
mir-3131	hsa-mir-3131
mir-3132	hsa-mir-3132
mir-3133	hsa-mir-3133
mir-2403	hsa-mir-2403
mir-2402	hsa-mir-2402
mir-2401	hsa-mir-2401
mir-2400	hsa-mir-2400
mir-2407	hsa-mir-2407
mir-2406	hsa-mir-2406
mir-2405	hsa-mir-2405
mir-2404	hsa-mir-2404-1	hsa-mir-2404-2
mir-2409	hsa-mir-2409
mir-2408	hsa-mir-2408
mir-471	hsa-mir-471
mir-470	hsa-mir-470
mir-277	hsa-mir-277
mir-276	hsa-mir-276a	hsa-mir-276b
mir-275	hsa-mir-275
mir-274	hsa-mir-274
mir-273	hsa-mir-273
mir-272	hsa-mir-272
mir-271	hsa-mir-271
mir-270	hsa-mir-270
mir-279	hsa-mir-279
mir-278	hsa-mir-278
mir-3682	hsa-mir-3682
mir-3683	hsa-mir-3683
mir-3680	hsa-mir-3680
mir-3681	hsa-mir-3681
mir-3686	hsa-mir-3686
mir-3687	hsa-mir-3687
mir-3684	hsa-mir-3684
mir-3685	hsa-mir-3685
mir-3688	hsa-mir-3688
mir-3689	hsa-mir-3689a	hsa-mir-3689b
mir-230	hsa-mir-230
mir-3918	hsa-mir-3918
mir-3919	hsa-mir-3919
mir-3912	hsa-mir-3912
mir-3913	hsa-mir-3913-1	hsa-mir-3913-2
mir-3910	hsa-mir-3910-1	hsa-mir-3910-2
mir-3911	hsa-mir-3911
mir-3916	hsa-mir-3916
mir-3917	hsa-mir-3917
mir-3914	hsa-mir-3914-1	hsa-mir-3914-2
mir-3915	hsa-mir-3915
mir-3596	hsa-mir-3596d	hsa-mir-3596b	hsa-mir-3596c	hsa-mir-3596a	hsa-mir-3596
mir-3597	hsa-mir-3597-1	hsa-mir-3597-3	hsa-mir-3597-2
mir-3594	hsa-mir-3594
mir-3595	hsa-mir-3595
mir-3592	hsa-mir-3592
mir-3593	hsa-mir-3593
mir-3590	hsa-mir-3590
mir-3591	hsa-mir-3591
mir-3598	hsa-mir-3598
mir-3599	hsa-mir-3599
mir-567	hsa-mir-567
mir-1623	hsa-mir-1623
mir-3668	hsa-mir-3668
mir-3669	hsa-mir-3669
mir-1621	hsa-mir-1621
mir-3660	hsa-mir-3660
mir-3661	hsa-mir-3661
mir-3662	hsa-mir-3662
mir-3663	hsa-mir-3663
mir-3664	hsa-mir-3664
mir-3665	hsa-mir-3665
mir-3666	hsa-mir-3666
mir-3667	hsa-mir-3667
mir-2968	hsa-mir-2968
mir-8	hsa-mir-8
mir-9	hsa-mir-9-1	hsa-mir-9-2	hsa-mir-9-3	hsa-mir-9a	hsa-mir-9	hsa-mir-9a-2	hsa-mir-9a-1	hsa-mir-9b	hsa-mir-9-4	hsa-mir-9-5	hsa-mir-9-6	hsa-mir-9-7	hsa-mir-9c
mir-1624	hsa-mir-1624
mir-2	hsa-mir-2a-1	hsa-mir-2a-2	hsa-mir-2b-1	hsa-mir-2b-2	hsa-mir-2c	hsa-mir-2
mir-3	hsa-mir-3
mir-1	hsa-mir-1-2	hsa-mir-1-1	hsa-mir-1	hsa-mir-1-2-as	hsa-mir-1a	hsa-mir-1b	hsa-mir-1a-2	hsa-mir-1a-1	hsa-mir-1c
mir-6	hsa-mir-6-1	hsa-mir-6-2	hsa-mir-6-3
mir-7	hsa-mir-7-1	hsa-mir-7-2	hsa-mir-7-3	hsa-mir-7a-1	hsa-mir-7a-2	hsa-mir-7b	hsa-mir-7	hsa-mir-7-4	hsa-mir-7a-3
mir-4	hsa-mir-4
mir-5	hsa-mir-5
mir-2969	hsa-mir-2969
mir-4209	hsa-mir-4209
mir-4067	hsa-mir-4067
mir-4066	hsa-mir-4066
mir-4065	hsa-mir-4065
mir-4064	hsa-mir-4064
mir-4063	hsa-mir-4063
mir-4062	hsa-mir-4062
mir-4061	hsa-mir-4061
mir-4060	hsa-mir-4060
mir-4069	hsa-mir-4069
mir-4068	hsa-mir-4068
mir-2188	hsa-mir-2188
mir-2189	hsa-mir-2189
mir-4119	hsa-mir-4119
mir-4118	hsa-mir-4118
mir-4113	hsa-mir-4113
mir-4112	hsa-mir-4112
mir-4111	hsa-mir-4111
mir-4110	hsa-mir-4110
mir-4117	hsa-mir-4117
mir-4116	hsa-mir-4116
mir-4115	hsa-mir-4115
mir-4114	hsa-mir-4114
mir-1569	hsa-mir-1569-1	hsa-mir-1569-2
mir-1568	hsa-mir-1568
mir-1561	hsa-mir-1561
mir-1560	hsa-mir-1560
mir-1563	hsa-mir-1563
mir-1562	hsa-mir-1562
mir-1565	hsa-mir-1565
mir-1564	hsa-mir-1564
mir-1567	hsa-mir-1567
mir-1566	hsa-mir-1566
mir-1965	hsa-mir-1965
mir-1964	hsa-mir-1964
mir-1967	hsa-mir-1967
mir-1966	hsa-mir-1966
mir-1961	hsa-mir-1961
mir-1960	hsa-mir-1960
mir-1963	hsa-mir-1963
mir-1962	hsa-mir-1962
mir-1749	hsa-mir-1749
mir-1748	hsa-mir-1748
mir-1969	hsa-mir-1969
mir-1968	hsa-mir-1968
mir-288	hsa-mir-288
mir-289	hsa-mir-289
mir-282	hsa-mir-282
mir-283	hsa-mir-283
mir-280	hsa-mir-280
mir-281	hsa-mir-281	hsa-mir-281-1	hsa-mir-281-2
mir-286	hsa-mir-286
mir-287	hsa-mir-287
mir-2465	hsa-mir-2465
mir-285	hsa-mir-285
mir-518	hsa-mir-518f	hsa-mir-518b	hsa-mir-518c	hsa-mir-518e	hsa-mir-518a-1	hsa-mir-518d	hsa-mir-518a-2	hsa-mir-518a
mir-519	hsa-mir-519e	hsa-mir-519c	hsa-mir-519b	hsa-mir-519d	hsa-mir-519a-1	hsa-mir-519a-2	hsa-mir-519a	hsa-mir-519f
mir-1976	hsa-mir-1976
mir-1698	hsa-mir-1698
mir-512	hsa-mir-512-1	hsa-mir-512-2	hsa-mir-512
mir-513	hsa-mir-513a-1	hsa-mir-513a-2	hsa-mir-513b	hsa-mir-513c	hsa-mir-513a-3	hsa-mir-513b-1	hsa-mir-513b-2
mir-510	hsa-mir-510
mir-511	hsa-mir-511-1	hsa-mir-511-2	hsa-mir-511
mir-516	hsa-mir-516b-2	hsa-mir-516b-1	hsa-mir-516a-1	hsa-mir-516a-2	hsa-mir-516
mir-517	hsa-mir-517a	hsa-mir-517b	hsa-mir-517c	hsa-mir-517	hsa-mir-517b-1	hsa-mir-517b-2
mir-514	hsa-mir-514-1	hsa-mir-514-2	hsa-mir-514-3	hsa-mir-514b	hsa-mir-514	hsa-mir-514-4
mir-515	hsa-mir-515-1	hsa-mir-515-2
mir-1369	hsa-mir-1369
mir-1368	hsa-mir-1368
mir-1367	hsa-mir-1367
mir-1366	hsa-mir-1366
mir-1365	hsa-mir-1365
mir-1364	hsa-mir-1364
mir-2464	hsa-mir-2464
mir-1981	hsa-mir-1981
mir-1361	hsa-mir-1361
mir-1360	hsa-mir-1360
mir-2322	hsa-mir-2322
mir-2323	hsa-mir-2323
mir-2320	hsa-mir-2320
mir-2321	hsa-mir-2321
mir-2326	hsa-mir-2326
mir-2327	hsa-mir-2327
mir-2324	hsa-mir-2324
mir-2325	hsa-mir-2325a	hsa-mir-2325b	hsa-mir-2325c
mir-2986	hsa-mir-2986
mir-2987	hsa-mir-2987
mir-2328	hsa-mir-2328
mir-2329	hsa-mir-2329-1	hsa-mir-2329-2
mir-2982	hsa-mir-2982
mir-2983	hsa-mir-2983
mir-2980	hsa-mir-2980-1	hsa-mir-2980-2
mir-2981	hsa-mir-2981
mir-2467	hsa-mir-2467
mir-2962	hsa-mir-2962
mir-606	hsa-mir-606
mir-607	hsa-mir-607
mir-604	hsa-mir-604
mir-605	hsa-mir-605
mir-602	hsa-mir-602
mir-603	hsa-mir-603
mir-600	hsa-mir-600
mir-601	hsa-mir-601
mir-608	hsa-mir-608
mir-609	hsa-mir-609
mir-1183	hsa-mir-1183
mir-1182	hsa-mir-1182
mir-1181	hsa-mir-1181
mir-1180	hsa-mir-1180
mir-1187	hsa-mir-1187
mir-1186	hsa-mir-1186	hsa-mir-1186b
mir-1185	hsa-mir-1185-2	hsa-mir-1185-1	hsa-mir-1185
mir-1184	hsa-mir-1184-1	hsa-mir-1184-2	hsa-mir-1184-3	hsa-mir-1184
mir-1188	hsa-mir-1188
mir-2186	hsa-mir-2186
mir-2187	hsa-mir-2187
mir-2184	hsa-mir-2184
mir-2185	hsa-mir-2185
mir-2182	hsa-mir-2182
mir-2183	hsa-mir-2183
mir-3129	hsa-mir-3129
mir-3128	hsa-mir-3128
mir-3127	hsa-mir-3127
mir-3126	hsa-mir-3126
mir-3125	hsa-mir-3125
mir-3124	hsa-mir-3124
mir-3123	hsa-mir-3123
mir-3122	hsa-mir-3122
mir-3121	hsa-mir-3121
mir-3120	hsa-mir-3120
mir-2436	hsa-mir-2436
mir-2437	hsa-mir-2437
mir-2434	hsa-mir-2434
mir-2435	hsa-mir-2435
mir-2432	hsa-mir-2432
mir-2433	hsa-mir-2433
mir-2430	hsa-mir-2430
mir-2431	hsa-mir-2431
mir-2438	hsa-mir-2438
mir-2439	hsa-mir-2439
mir-462	hsa-mir-462
mir-463	hsa-mir-463
mir-460	hsa-mir-460a	hsa-mir-460	hsa-mir-460b
mir-461	hsa-mir-461
mir-466	hsa-mir-466	hsa-mir-466a	hsa-mir-466b-1	hsa-mir-466b-2	hsa-mir-466b-3	hsa-mir-466c-1	hsa-mir-466e	hsa-mir-466f-1	hsa-mir-466f-2	hsa-mir-466f-3	hsa-mir-466g	hsa-mir-466h	hsa-mir-466d	hsa-mir-466l	hsa-mir-466i	hsa-mir-466f-4	hsa-mir-466k	hsa-mir-466j	hsa-mir-466m	hsa-mir-466o	hsa-mir-466c-2	hsa-mir-466b-4	hsa-mir-466b-5	hsa-mir-466b-6	hsa-mir-466b-7	hsa-mir-466p	hsa-mir-466n	hsa-mir-466b-8	hsa-mir-466c
mir-467	hsa-mir-467a-1	hsa-mir-467b	hsa-mir-467c	hsa-mir-467d	hsa-mir-467e	hsa-mir-467f	hsa-mir-467g	hsa-mir-467h	hsa-mir-467a-2	hsa-mir-467a-3	hsa-mir-467a-4	hsa-mir-467a-5	hsa-mir-467a-6	hsa-mir-467a-7	hsa-mir-467a-8	hsa-mir-467a-9	hsa-mir-467a-10
mir-464	hsa-mir-464
mir-465	hsa-mir-465a	hsa-mir-465b-1	hsa-mir-465b-2	hsa-mir-465c-1	hsa-mir-465c-2	hsa-mir-465
mir-1983	hsa-mir-1983
mir-1982	hsa-mir-1982
mir-468	hsa-mir-468
mir-469	hsa-mir-469
mir-264	hsa-mir-264
mir-265	hsa-mir-265
mir-266	hsa-mir-266
mir-267	hsa-mir-267
mir-260	hsa-mir-260
mir-261	hsa-mir-261
mir-262	hsa-mir-262
mir-263	hsa-mir-263a	hsa-mir-263b
mir-268	hsa-mir-268
mir-269	hsa-mir-269
